name,x,y,CORE-TSO_country,CORE-TSO_tso,OSM_type,OSM_name,OSM_country,OSM_voltage,OSM_operator,OSM_alt_name,Comments,CORE-TSO-name,geometry,transformer_dupplicate,v_nom,,,,
46172440,2.41461289762385,48.7856955366302,FR,RTE,Polygon,Arrighi,FR,225000,63000,RTE,,,ARRIGHI,POINT (2.414612897623849 48.78569553663022),False,220,,,
147398279,6.02208128163225,48.9508345085998,FR,RTE,Polygon,Poste électrique de Vandières,FR,225000,RTE,,,VANDIERES,POINT (6.022081281632252 48.95083450859975),False,220,,,,
105913481,-3.86747781036631,48.3546122656444,FR,RTE,Polygon,Poste électrique de Brennilis,FR,225000,63000,RTE,,,BRENNILIS,POINT (-3.867477810366308 48.35461226564442),False,220,,,
118387084,3.59207210871626,48.560956867404,FR,RTE,Polygon,Poste électrique de Barbuise,FR,225000,63000,RTE,,,BARBUISE,POINT (3.592072108716258 48.56095686740401),False,220,,,
405909509,5.8919410879491,43.1319472925061,FR,RTE,Polygon,Escaillon,FR,225000,RTE,,,ESCAILLON (L ),POINT (5.891941087949104 43.131947292506126),False,220,,,,
146449309,6.71224842719686,45.2147585039496,FR,RTE,Polygon,Poste électrique de Aussois,FR,225000,63000,RTE,,,AUSSOIS,POINT (6.712248427196863 45.2147585039496),False,220,,,
118213015,5.48083738542102,43.320876432247,FR,RTE,Polygon,Enco-de-Botte,FR,225000,RTE,,,ENCO-DE-BOTTE,POINT (5.480837385421024 43.32087643224695),False,220,,,,
35171597,1.10515081750056,49.3686761336277,FR,RTE,Polygon,Poste électrique de Saint-Étienne-du-Rouvray,FR,225000,RTE,,,ST ETIENNE DU ROUVRAY,POINT (1.1051508175005595 49.36867613362774),False,220,,,,
82306874,2.21415178780394,45.2462707028667,FR,RTE,Polygon,Poste électrique de Le Breuil,FR,400000,225000,RTE,,"Manually corrected. In FR, 2 substations with almost the same official name by RTE. This substation is Le Breuil and not Breuil","BREUIL (LE), TR 400/225kV 762 BREUIL (LE)",POINT (2.214151787803937 45.24627070286667),False,400,,,
122752897,5.20988026736635,46.2323835974608,FR,RTE,Polygon,Poste électrique de Fleyriat,FR,225000,63000,RTE,,,FLEYRIAT,POINT (5.209880267366347 46.23238359746084),False,220,,,
156953619,4.77322792327799,46.2880708869098,FR,RTE,Polygon,Poste électrique de Mâcon,FR,225000,63000,RTE,,,MACON,POINT (4.773227923277988 46.288070886909765),False,220,,,
142420422,-0.231876926408729,44.813326517205,FR,RTE,Polygon,Poste électrique de Grézillac,FR,225000,63000,20000,RTE,,,GREZILLAC,POINT (-0.2318769264087285 44.81332651720499),False,220,,
138278216,1.92107450387954,46.1967085357255,FR,RTE,Polygon,Poste électrique de Saint-Feyre,FR,225000,90000,RTE,,,STE-FEYRE,POINT (1.92107450387954 46.196708535725485),False,220,,,
129440971,3.1389567417094,50.3625282329838,FR,RTE,Polygon,Poste électrique de Dechy,FR,150000,225000,RTE,,Duplicated OSM name: 129440971 129440972 ,DECHY,POINT (3.138956741709402 50.36252823298378),False,220,,,
454932860,4.92789438514214,45.5214330143076,FR,RTE,Polygon,Poste électrique de Pont-Évêque,FR,225000,63000,RTE,,,PONT-EVEQUE,POINT (4.927894385142143 45.52143301430762),False,220,,,
142456160,3.08484848258389,47.0312242258973,FR,RTE,Polygon,Poste électrique de Garchizy,FR,225000,63000,RTE,,,GARCHIZY,POINT (3.084848482583887 47.0312242258973),False,220,,,
122568639,4.86115919123589,46.7629782639503,FR,RTE,Polygon,Chalon,FR,225000,63000,RTE,,,CHALON,POINT (4.861159191235888 46.76297826395031),False,220,,,
111414142,-0.595459522044191,43.3858868198983,FR,RTE,Polygon,Poste électrique de Marsillon,FR,400000,225000,63000,RTE,,,"MARSILLON, TR 400/225kV 761 MARSILLON",POINT (-0.595459522044191 43.38588681989828),False,400,,
89158123,6.84786877680824,47.5073828236175,FR,RTE,Polygon,Poste électrique d’Étupes,FR,225000,RTE,,,ETUPES,POINT (6.847868776808244 47.50738282361748),False,220,,,,
98945703,3.34599485101558,49.8430606568245,FR,RTE,Polygon,Poste électrique de Setier,FR,225000,63000,RTE,,,SETIER,POINT (3.345994851015576 49.843060656824456),False,220,,,
40266681,5.75392402122865,45.1540560823372,FR,RTE,Polygon,Poste électrique de Eybens,FR,225000,63000,RTE,,,EYBENS,POINT (5.753924021228646 45.15405608233715),False,220,,,
47633664,6.35802700278044,45.2842086474096,FR,RTE,Polygon,Poste électrique de Longefan,FR,250000,150000,63000,42000,RTE,,,LONGEFAN,POINT (6.358027002780437 45.28420864740964),False,220,
118400623,1.59739879462511,42.8515216918907,FR,RTE,Polygon,Poste électrique de Tarascon,FR,225000,150000,63000,RTE,,,TARASCON,POINT (1.597398794625105 42.85152169189067),False,220,,
241189382,5.01794167450654,43.8271875358839,FR,RTE,Polygon,Poste électrique du Plan d'Orgon,FR,400000,225000,63000,RTE,,,"PLAN-D ORGON, TR 400/225kV 761 PLAN-D ORGON",POINT (5.017941674506537 43.82718753588387),False,400,,
142571672,0.563669506343468,44.2278288723615,FR,RTE,Polygon,Poste électrique de Colayrac,FR,225000,63000,RTE,,,COLAYRAC,POINT (0.5636695063434676 44.22782887236149),False,220,,,
85710783,1.01234518044945,49.6571114548672,FR,RTE,Polygon,Poste électrique de Barnabos,FR,400000,RTE,,,BARNABOS,POINT (1.0123451804494543 49.65711145486719),False,400,,,,
147580954,6.47889166318152,46.3303251530788,FR,RTE,Polygon,Poste électrique d’Allinges,FR,225000,63000,RTE,,,ALLINGES,POINT (6.478891663181518 46.33032515307882),False,220,,,
80719004,2.80440442382528,44.0512120233304,FR,RTE,Polygon,Poste électrique de Saint-Victor,FR,225000,63000,RTE,,,ST-VICTOR,POINT (2.8044044238252783 44.05121202333035),False,220,,,
183182430,6.08119018676836,45.8943070565616,FR,RTE,Polygon,Poste électrique de Chavanod,FR,225000,63000,RTE,,,CHAVANOD,POINT (6.081190186768357 45.8943070565616),False,220,,,
116669781,2.60747950150079,44.3872819206923,FR,RTE,Polygon,Poste électrique d'Onet le Chateau,FR,225000,63000,20000,RTE,,,ONET-LE-CHATEAU,POINT (2.6074795015007908 44.387281920692296),False,220,,
122755047,5.54994629684465,46.1988352197838,FR,RTE,Polygon,Poste électrique d’Izernore,FR,225000,63000,RTE,,,IZERNORE,POINT (5.549946296844648 46.198835219783845),False,220,,,
14974823,1.578857994609,47.7187761802854,FR,RTE,MultiPolygon,Saint Laurent Nouan,FR,400000,RTE,,,BEAUREGARD (SAINT-LAURENT-NOUAN),POINT (1.5788579946090004 47.71877618028544),False,220,,,,
24035563,4.06960035518224,43.7043175795003,FR,RTE,Polygon,Poste électrique de Saint-Christol,FR,225000,RTE,,,ST-CHRISTOL,POINT (4.06960035518224 43.70431757950029),False,220,,,,
111456385,-0.613687565912141,44.6141079212704,FR,RTE,Polygon,Poste électrique de Saucats,FR,400000,225000,63000,RTE,,,"SAUCATS, TR 400/225kV 761 SAUCATS, TR 400/225kV 762 SAUCATS, TR 400/225kV 763 SAUCATS",POINT (-0.6136875659121412 44.61410792127042),False,400,,
122923029,4.07591691889509,46.6096590997581,FR,RTE,Polygon,Gueugnon (EGD),FR,225000,63000,RTE,Gueugnon,,GUEUGNON,POINT (4.075916918895093 46.60965909975807),False,220,,,
105202875,4.84746550041871,43.4283396615575,FR,RTE,Polygon,Darse,FR,225000,RTE,,,DARSE,POINT (4.84746550041871 43.4283396615575),False,220,,,,
27266058,2.6482418568514,48.7788469860172,FR,RTE,Polygon,Poste électrique de Morbras,FR,400000,225000,RTE,,Multiple matches,"MORBRAS, TR 400/225kV 761 MORBRAS, TR 400/225kV 762 MORBRAS, TR 400/225kV 763 MORBRAS, TR 400/225kV 764 MORBRAS",POINT (2.6482418568513992 48.778846986017214),False,400,,,
84452130,4.68992862473872,45.818783050244,FR,RTE,Polygon,Poste électrique de Charpenay,FR,400000,225000,63000,RTE,,,"CHARPENAY, TR 400/225kV 761 CHARPENAY, TR 400/225kV 762 CHARPENAY",POINT (4.68992862473872 45.81878305024402),False,400,,
756397226,3.53894338254204,50.3759318453843,FR,RTE,Polygon,Poste électrique de Valenciennes,FR,225000,RTE,,,VALENCIENNES,POINT (3.538943382542041 50.37593184538432),False,220,,,,
100804905,18.8331943364111,47.3377517985752,HU,MAVIR,Polygon,Martonvásár 400/220 kV MAVIR alállomás,HU,400000,220000,,,Duplicated OSM name: 100804905 493695109 ,"Martonvasar, TR Martonvasar TR1, TR Martonvasar TR2",POINT (18.833194336411143 47.3377517985752),False,400,,,
155227474,20.9698642223424,47.9429300907398,HU,MAVIR,Polygon,Sajószöged 400/220/132 kV MAVIR alállomás,HU,400000,220000,132000,MAVIR,,,"Sajoszoged, TR Sajoszoged TR3",POINT (20.969864222342363 47.94293009073979),False,400,,
100804921,18.9156901943714,47.3271413666101,HU,MAVIR,Polygon,Dunamenti 220/132 kV MAVIR alállomás,HU,220000,132000,MAVIR,,,Dunamenti,POINT (18.91569019437143 47.32714136661012),False,220,,,
96705565,17.1701361603506,46.7910922856855,HU,MAVIR,Polygon,Hévíz 400/132 kV MAVIR alállomás,HU,400000,132000,MAVIR,,,"Heviz, Hevitz",POINT (17.170136160350594 46.79109228568549),False,400,,,
33846555,18.3064316014085,46.0781155064326,HU,MAVIR,Polygon,Pécs 400/132 kV MAVIR alállomás,HU,400000,132000,MAVIR,,,"Pecs 2, Pecs 1, Pecs",POINT (18.30643160140852 46.078115506432624),False,400,,,
289912792,22.0746926023003,48.2018863014958,HU,MAVIR,Polygon,Kisvárda OVIT 220/132/25 kV MAVIR–MÁV alállomás,HU,220000,132000,25000,MAVIR,MÁV,,,Kisvarda,POINT (22.074692602300345 48.20188630149576),False,220,
293340652,21.5114145216743,47.6160786729549,HU,MAVIR,Polygon,Debrecen Józsa alállomás,HU,400000,132000,MAVIR,,,Jozsa,POINT (21.51141452167433 47.61607867295489),False,400,,,
124244078,17.6935391951068,47.6731757924279,HU,MAVIR,Polygon,Győr OVIT 400/220/132 kV MAVIR alállomás,HU,400000,220000,132000,MAVIR,,,"Gyor, Gyoer",POINT (17.69353919510682 47.67317579242793),False,400,,
100872886,19.162471390836,47.6922425991704,HU,MAVIR,Polygon,Göd 400/220/132 kV MAVIR alállomás,HU,400000,220000,132000,MAVIR,,,God,POINT (19.162471390835982 47.69224259917039),False,400,,
254847446,18.653066749612,47.4730274922899,HU,MAVIR,Polygon,Bicske Dél Alállomás,HU,400000,132000,MAVIR,,,Bicske Del,POINT (18.65306674961196 47.47302749228989),False,400,,,
244038276,18.2680298421966,47.5023024417348,HU,MAVIR,Polygon,Oroszlány 220/132 kV MAVIR alállomás,HU,220000,132000,MAVIR / Vértesi Erőmű,,,Oroszlany,POINT (18.26802984219656 47.502302441734834),False,220,,,
142109093,19.5805896105299,47.224485551782,HU,MAVIR,Polygon,Albertirsa 400 kV MAVIR alállomás,HU,400000,MAVIR,,,Albertirsa,POINT (19.58058961052992 47.22448555178197),False,400,,,,
9470706,19.1332726268712,47.5316555039382,HU,MAVIR,MultiPolygon,Zugló 220/132 kV MAVIR alállomás,HU,220000,132000,10000,MAVIR,ELMŰ,,,Zuglo,POINT (19.133272626871207 47.53165550393821),False,220,
166155511,16.6793664606394,47.2313582966165,HU,MAVIR,Polygon,Szombathely 400/132 kV MAVIR alállomás,HU,400000,132000,MAVIR,,,"Szombathely, Szombathely 1, Szombathely 2",POINT (16.679366460639443 47.23135829661653),False,400,,,
503615215,18.9432739730879,47.2757079149214,HU,MAVIR,Polygon,Szigetcsép 400/132 kV MAVIR alállomás,HU,400000,132000,MAVIR,,,Szigetcsep,POINT (18.943273973087862 47.27570791492139),False,400,,,
251018026,21.3034914240816,48.023256139469,HU,MAVIR,Polygon,Tiszalök MAVIR alállomás,HU,220000,132000,MAVIR,,,Tiszalok,POINT (21.303491424081624 48.02325613946898),False,220,,,
65034002,18.0183382918807,47.107092931693,HU,MAVIR,Polygon,Litér alállomás,HU,400000,132000,MAVIR,,,Liter,POINT (18.018338291880685 47.10709293169299),False,400,,,
142106943,17.8048708281747,47.7344126500258,HU,MAVIR,Polygon,Gönyü 400kV MAVIR alállomás,HU,400000,MAVIR,,,Gonyu,POINT (17.80487082817465 47.73441265002582),False,400,,,,
325372656,18.75394735,47.0527113,HU,MAVIR,Polygon,Perkáta 400/132 kV MAVIR alállomás,HU,400000,132000,MAVIR,,,Perkata,POINT (18.75394734999996 47.05271129999999),False,400,,,
100788162,18.8582156364282,46.5701898640319,HU,MAVIR,Polygon,Paks 400/132 kV MAVIR alállomás,HU,400000,132000,MAVIR,,,Paks,POINT (18.858215636428188 46.57018986403191),False,400,,,
859708761,22.1674534644767,48.1462203052214,HU,MAVIR,Polygon,Szabolcsbáka 750/400 kV MAVIR alállomás,HU,750000,400000,MAVIR,,,Szabolcsbaka,POINT (22.1674534644767 48.146220305221405),False,750,,,
167896114,20.5909388464768,48.2617403399412,HU,MAVIR,Polygon,Sajóivánka 400/132 kV MAVIR alállomás,HU,400000,132000,MAVIR,,,Sajoivanka,POINT (20.590938846476764 48.26174033994116),False,400,,,
986231091,21.6436660789202,48.0646745222993,HU,MAVIR,Polygon,Buj alállomás,HU,400000,Mavir Zrt.,,,Buj,POINT (21.64366607892024 48.06467452229934),False,400,,,,
252028146,20.1479620666693,47.205313343459,HU,MAVIR,Polygon,Szolnok OVIT 400/220/132/22 kV-os MAVIR alállomás,HU,400000,220000,132000,22000,MAVIR,,,Szolnok,POINT (20.147962066669336 47.20531334345898),False,400,
195168461,21.0142677634356,46.7068539074682,HU,MAVIR,Polygon,Békéscsaba OVIT 400/132 kV MAVIR alállomás,HU,400000,132000,MAVIR,,,Bekescsaba,POINT (21.01426776343557 46.70685390746823),False,400,,,
464834617,19.3280655681994,47.5359831801655,HU,MAVIR,Polygon,Kerepes 400/132 kV MAVIR alállomás,HU,400000,132000,MAVIR,,,Kerepes,POINT (19.328065568199435 47.53598318016545),False,400,,,
251991299,20.1074509282338,47.773765060837,HU,MAVIR,Polygon,Detk 220/132 kV-os MAVIR alállomás,HU,220000,132000,MAVIR/Mátrai Erőmű,,,Detk,POINT (20.107450928233767 47.77376506083704),False,220,,,
113570302,17.836300454303,46.4145742677478,HU,MAVIR,Polygon,Toponár 400/132 kV MAVIR alállomás,HU,400000,132000,MAVIR,,,Toponar,POINT (17.836300454303043 46.41457426774776),False,400,,,
100844170,19.2064117327681,47.3202175335064,HU,MAVIR,Polygon,Ócsa 220/132 kV MAVIR alállomás,HU,220000,132000,MAVIR,,,Ocsa,POINT (19.206411732768068 47.3202175335064),False,220,,,
155803703,20.8535693247621,48.1209058384952,HU,MAVIR,Polygon,Felsőzsolca 400/132/35/22 kV MAVIR alállomás,HU,400000,132000,35000,22000,MAVIR,,,Felsozsolca,POINT (20.85356932476212 48.12090583849516),False,400,
100962927,20.1283984722468,46.3063481691358,HU,MAVIR,Polygon,Sándorfalva 400/132 kV MAVIR alállomás,HU,400000,132000,MAVIR,,,Sandorfalva,POINT (20.128398472246765 46.30634816913575),False,400,,,
59683455,16.7020045900143,43.4551430780032,HR,HOPS,Polygon,TS HE Zakučac,HR,220000,HOPS,,,Zakucac,POINT (16.702004590014255 43.455143078003246),False,220,,,,
162022271,15.9032058064164,43.7563887629872,HR,HOPS,Polygon,TS Bilice,HR,220000,HEP,,,Bilice,POINT (15.90320580641638 43.7563887629872),False,220,,,,
210745193,14.1666390204017,45.1375909506881,HR,HOPS,Polygon,TS Plomin,HR,220000,110000,,,,Plomin,POINT (14.166639020401664 45.13759095068813),False,220,,,
163860997,15.7546975089163,44.2073960320512,HR,HOPS,Polygon,TS Velebit,HR,400000,,,,Velebit,POINT (15.754697508916308 44.20739603205118),False,400,,,,
96704507,16.9136203968575,45.4480812939322,HR,HOPS,Polygon,TS Međurić,HR,220000,110000,35000,,,,Meduric,POINT (16.913620396857503 45.44808129393219),False,220,,
43337263,16.5011377606253,43.6003462830617,HR,HOPS,Polygon,TS Konjsko,HR,400000,220000,110000,,,,"Konjsko, TR 1 400/220 Konjsko, TR 2 400/220 Konjsko",POINT (16.501137760625255 43.60034628306173),False,400,,
170366194,16.4137848184582,45.4524923991649,HR,HOPS,Polygon,TS TE Sisak,HR,220000,110000,,,,"TE Sisak, Sisak",POINT (16.413784818458154 45.45249239916493),False,220,,,
89819945,16.1119317237895,45.6674445898323,HR,HOPS,Polygon,TS Mraclin,HR,220000,,,,Mraclin,POINT (16.111931723789546 45.66744458983233),False,220,,,,
89817617,14.564047324517,45.316274131456,HR,HOPS,Polygon,TS Melina,HR,400000,HEP,,,"Melina, TR1 400/220 kV Melina, TR2 400/220 kV Melina",POINT (14.564047324517 45.31627413145602),False,400,,,,
173272584,14.9251041232853,44.9427093748957,HR,HOPS,Polygon,TS HE Senj,HR,220000,,,,Senj,POINT (14.925104123285342 44.94270937489568),False,220,,,,
89820062,16.1627306982947,45.8760846741548,HR,HOPS,Polygon,TS Žerjavinec,HR,400000,,,,"Zerjavinec, TR4 400/220 kV Zerjavinec",POINT (16.16273069829474 45.8760846741548),False,400,,,,
89818719,15.8693155246907,45.681494164983,HR,HOPS,Polygon,TS Tumbri,HR,400000,110000,HEP,,,Tumbri,POINT (15.869315524690652 45.681494164982986),False,400,,,
737067003,16.1007978,44.0644949500002,HR,HOPS,Polygon,TS Pađene,HR,33000,220000,,,,VE Padene,POINT (16.100797800000013 44.06449495000016),False,220,,,
89823918,18.6633290321777,45.4731868287925,HR,HOPS,Polygon,TS Ernestinovo,HR,400000,HEP,,,Ernestinovo,POINT (18.663329032177742 45.47318682879245),False,400,,,,
273326173,15.1052665301647,44.9929999656955,HR,HOPS,Polygon,RP Brinje,HR,220000,HEP,,,Brinje,POINT (15.105266530164672 44.99299996569549),False,220,,,,
96722667,14.4087910134935,45.3547996883516,HR,HOPS,Polygon,TS Pehlin,HR,220000,,,,Pehlin,POINT (14.408791013493495 45.354799688351584),False,220,,,,
91823933,6.08345995169705,49.7764164921384,LU,Creos,Polygon,Roost,LU,220000,65000,,,,"ROOST , ROOST",POINT (6.083459951697053 49.77641649213835),False,220,,,
63089603,6.11430702746544,49.905215008818,LU,Creos,Polygon,Flebour,LU,220000,65000,,,,"FLEBOUR , FLEBOUR, Flebour",POINT (6.114307027465442 49.90521500881797),False,220,,,
33814365,6.01888296174784,49.5208420677543,LU,Creos,Polygon,Schifflange,LU,220000,65000,Creos,,,"SCHIFFLANGE , SCHIFFLANGE, TR SCHIFFLANGE PST 1",POINT (6.01888296174784 49.520842067754295),False,220,,,
1042974725,6.13979922040606,49.6685763021351,LU,Creos,Polygon,Heisdorf,LU,220000,65000,20000,Creos,,Duplicated OSM name: 1042974725 13319688 ,"HEISDORF , Heisdorf",POINT (6.1397992204060605 49.66857630213514),False,220,,
33814243,6.03529260342793,49.6045038463361,LU,Creos,Polygon,Bertrange,LU,220000,65000,20000,,,,"BERTRANGE , BERTRANGE",POINT (6.03529260342793 49.60450384633605),False,220,,
95233545,6.13912961526677,49.5508912140539,LU,Creos,Polygon,Berchem,LU,220000,CREOS, SNCFL,,,BERCHEM ,POINT (6.139129615266771 49.55089121405385),False,220,,,
471787127,6.17957597406696,49.5972311318339,LU,Creos,Polygon,Poste blindé d'Itzig/Blooren,LU,220000,65000,20000,creos,,,"BLOOREN , Blooren",POINT (6.179575974066955 49.59723113183391),False,220,,
362773746,5.952202897976,49.4969264802439,LU,Creos,Polygon,Poste Oxylux,LU,220000,Creos,,,"OXYLUX , OXYLUX",POINT (5.952202897976003 49.496926480243935),False,220,,,,
87207800,6.52397500852322,53.0093532568739,NL,TENNET NL,Polygon,220 kV Zeijerveen,NL,220000,110000,TenneT,,,Zeyerveen,POINT (6.52397500852322 53.00935325687387),False,220,,,
23135714,4.022624948373,51.9556206446959,NL,TENNET NL,Polygon,380 kV Maasvlakte,NL,380000,TenneT,,,Maasvlakte,POINT (4.022624948372995 51.95562064469593),False,400,,,,
129638950,6.86238831413265,53.435959164533,NL,TENNET NL,Polygon,380 kV Eemshaven Oudeschip,NL,380000,TenneT,,,Eemshaven Oude Schip,POINT (6.862388314132649 53.43595916453304),False,400,,,,
89178675,6.8741312010128,53.4248484924266,NL,TENNET NL,Polygon,380 kV Eemshaven,NL,380000,220000,TenneT,,,"Eemshaven, Eemshaven , Eemshaven het Hogeland, TR Eemshaven Hogeland 380kV TR 421, TR Eemshaven 380kV TR 423, TR Eemshaven 380kV TR 401, TR Eemshaven 380kV TR 402",POINT (6.874131201012804 53.42484849242661),False,400,,,
72888152,4.530380409753,52.0362245534407,NL,TENNET NL,Polygon,380 kV Bleiswijk,NL,380000,150000,TenneT,,,"Bleiswijk , Bleiswijk",POINT (4.530380409752995 52.036224553440725),False,400,,,
87792499,5.66401270375352,51.9268958845167,NL,TENNET NL,Polygon,380 kV Dodewaard,NL,380000,TenneT,,,Dodewaard,POINT (5.664012703753524 51.926895884516746),False,400,,,,
934114405,5.01449057944835,52.3367734885062,NL,TENNET NL,Polygon,380 kV Diemen,NL,380000,150000,TenneT,,,Diemen,POINT (5.0144905794483545 52.33677348850624),False,400,,,
146901292,4.26595844804533,51.8393550027019,NL,TENNET NL,Polygon,380 kV Simonshaven,NL,380000,TenneT,,,Simonshaven,POINT (4.265958448045334 51.83935500270189),False,400,,,,
162176187,5.91853837609697,51.1484430892999,NL,TENNET NL,Polygon,380 kV Maasbracht,NL,380000,TenneT,,,"Maasbracht, MAASBRACHT",POINT (5.918538376096968 51.14844308929994),False,400,,,,
23096966,4.83314272942566,51.7007716675443,NL,TENNET NL,Polygon,380 kV Geertruidenberg,NL,380000,TenneT,,,"Geertruidenberg, Geertruidenberg ",POINT (4.833142729425655 51.70077166754432),False,400,,,,
700846836,6.85675724664663,53.4511122902439,NL,TENNET NL,Polygon,380 kV Doekegat,NL,380000,TenneT,,,Doekegat ,POINT (6.856757246646629 53.45111229024387),False,400,,,,
87342754,6.47518792002221,53.2113729899983,NL,TENNET NL,Polygon,220 kV Vierverlaten,NL,220000,TenneT,,,Vierverlaten,POINT (6.475187920022205 53.211372989998296),False,220,,,,
22984334,4.87617997225385,52.4289592628171,NL,TENNET NL,Polygon,380 kV Oostzaan,NL,380000,150000,TenneT,,,Oostzaan,POINT (4.876179972253846 52.42895926281712),False,400,,,
165242802,4.6305902549649,51.9143988015319,NL,TENNET NL,Polygon,380 kV Krimpen a/d IJssel,NL,380000,TenneT,,,Krimpen a/d IJssel,POINT (4.630590254964904 51.91439880153188),False,400,,,,
480742730,4.98756485038573,52.1605322364153,NL,TENNET NL,Polygon,380 kV Breukelen Kortrijk,NL,380000,TenneT,,,Breukelen Kortrijk,POINT (4.987564850385728 52.16053223641526),False,400,,,,
739937233,3.72720190341042,51.4331652452409,NL,TENNET NL,Polygon,380 kV Borssele,NL,380000,TenneT,,,Borssele,POINT (3.727201903410419 51.43316524524093),False,400,,,,
72888154,4.30703404787091,52.0160329299745,NL,TENNET NL,Polygon,380 kV Wateringen,NL,380000,150000,TenneT,,,Wateringen,POINT (4.307034047870905 52.01603292997449),False,400,,,
168037483,6.95674757933615,53.3033854256263,NL,TENNET NL,Polygon,220 kV Weiwerd,NL,220000,110000,TenneT,,,Weiwerd,POINT (6.956747579336147 53.30338542562628),False,220,,,
162179284,5.53267904723604,51.4464957336996,NL,TENNET NL,Polygon,380 kV Eindhoven,NL,380000,TenneT,,,"Eindhoven, Eindhoven ",POINT (5.53267904723604 51.446495733699614),False,400,,,,
157902099,5.91313949268896,51.6385990814568,NL,TENNET NL,Polygon,380 kV Boxmeer,NL,380000,150000,TenneT,,,Boxmeer ,POINT (5.91313949268896 51.63859908145675),False,400,,,
168039816,6.8729576773939,53.4244647411832,NL,TENNET NL,Polygon,220 kV Robbenplaat,NL,220000,TenneT,,,Robbenplaat,POINT (6.872957677393895 53.42446474118315),False,220,,,,
723528920,6.25179347318438,51.9817034978158,NL,TENNET NL,Polygon,380 kV Doetinchem,NL,380000,150000,TenneT,,,Doetinchem,POINT (6.251793473184375 51.981703497815765),False,400,,,
87354306,6.19002559193211,52.5298928110284,NL,TENNET NL,Polygon,380 kV Zwolle,NL,380000,TenneT,,,"Zwolle, Zwolle ",POINT (6.190025591932109 52.529892811028446),False,400,,,,
96382845,4.22393638060853,51.9824589352418,NL,TENNET NL,Polygon,380 kV Westerlee,NL,380000,TenneT,,,"Westerlee , Westerlee",POINT (4.223936380608527 51.98245893524175),False,400,,,,
87177559,5.80931175574593,52.6178527190537,NL,TENNET NL,Polygon,380 kV Ens,NL,380000,220000,110000,TenneT,,,"Ens, TR Ens 380kV TR 404, TR Ens 380kV TR 402, TR Ens 380kV TR 403",POINT (5.8093117557459255 52.6178527190537),False,400,,
1099434374,5.87559961371531,53.1895559421166,NL,TENNET NL,Polygon,220 kV Louwsmeer,NL,220000,TenneT,,,Louwsmeer,POINT (5.8755996137153135 53.18955594211655),False,220,,,,
87358157,5.87136299827945,52.9732970801937,NL,TENNET NL,Polygon,220 kV Oudehaske,NL,220000,110000,TenneT,,,Oudehaske,POINT (5.87136299827945 52.97329708019366),False,220,,,
129638874,6.86970542510827,53.4300006527256,NL,TENNET NL,Polygon,220 kV Eemshaven Oost,NL,220000,TenneT,,,Eemshaven Oost,POINT (6.869705425108272 53.43000065272556),False,220,,,,
87794279,5.53885325838037,52.5765386773083,NL,TENNET NL,Polygon,380 kV Lelystad,NL,380000,150000,TenneT,,,"Lelystad , Lelystad",POINT (5.538853258380368 52.57653867730826),False,400,,,
87448656,6.02812970244052,53.2121591665975,NL,TENNET NL,Polygon,220 kV Bergum,NL,220000,110000,TenneT,,,"Bergum, Bergum ",POINT (6.028129702440523 53.21215916659747),False,220,,,
83423799,6.75917753569079,52.2488566944886,NL,TENNET NL,Polygon,380 kV Hengelo,NL,380000,110000,TenneT,,,Hengelo,POINT (6.759177535690792 52.2488566944886),False,400,,,
577158336,4.21871963968414,51.4238598302541,NL,TENNET NL,Polygon,380 kV Rilland,NL,380000,TenneT,,,"Rilland, RILLAND",POINT (4.21871963968414 51.42385983025405),False,400,,,,
23135563,4.74796188694592,51.8137533651933,NL,TENNET NL,Polygon,380 kV Crayestein,NL,380000,TenneT,,,Crayestein ,POINT (4.747961886945922 51.8137533651933),False,400,,,,
87354307,6.1877197675844,52.5310915931888,NL,TENNET NL,Polygon,220 kV Hessenweg,NL,220000,TenneT,,,Hessenweg,POINT (6.187719767584395 52.53109159318879),False,220,,,,
308181656,4.67929131522262,52.4728656012613,NL,TENNET NL,Polygon,380 kV Beverwijk,NL,380000,150000,TenneT,,,Beverwijk,POINT (4.679291315222623 52.47286560126129),False,400,,,
87342758,6.94617785053532,53.1240001615935,NL,TENNET NL,Polygon,220 kV Meeden,NL,220000,110000,TenneT,,Multiple matches,"Meeden, PST Meeden PST W, PST Meeden PST Z, TR Meeden 380kV TR 402",POINT (6.946177850535324 53.12400016159352),False,400,,,
477949333,4.69527561057661,52.3736808911576,NL,TENNET NL,Polygon,380 kV Vijfhuizen,NL,380000,TenneT,,,Vijfhuizen ,POINT (4.695275610576609 52.37368089115757),False,400,,,,
148060965,22.6161979440465,51.2981187356108,PL,PSE,Polygon,"Stacja elektroenergetyczna ""Lublin Systemowa"" 400/110kV",PL,400000,110000,PSE Operator, PGE Dystrybucja,,,LUBLIN,POINT (22.61619794404648 51.29811873561079),False,400,,
726776987,22.0775006686076,50.5552963246782,PL,PSE,Polygon,Stacja elektroenergetyczna 220/110 kV Stalowa Wola,PL,220000,110000,PSE Operator,,,STALOWA WOLA,POINT (22.07750066860762 50.55529632467815),False,220,,,
534238983,16.73057950288,54.041438766128,PL,PSE,Polygon,Stacja elektroenergetyczna Żydowo Kierzkowo 400/110kV,PL,400000,110000,PSE Operator,,,ZYDOWO KIERZKOWO,POINT (16.730579502880015 54.041438766128),False,400,,,
